"id_film";"url";"titre";"date_sortie";"duree";"genre";"nationalite";"type_film";"reprise";"couleur";"recompenses";"note_presse";"note_spectateurs"
"145369";"http://www.allocine.fr/film/fichefilm_gen_cfilm=145369.html";"A la recherche de Beethoven";"2016-12-01";"139";"Documentaire";"britannique";"Long-métrage";FALSE;"Couleur";NA;NA;NA
"243983";"http://www.allocine.fr/film/fichefilm_gen_cfilm=243983.html";"A la recherche de Chopin";"2016-12-01";"115";"Documentaire";"britannique";"Long-métrage";FALSE;"Couleur";NA;NA;NA
"111093";"http://www.allocine.fr/film/fichefilm_gen_cfilm=111093.html";"A la recherche de Mozart";"2016-12-01";"128";"Documentaire";"britannique";"Long-métrage";FALSE;"Couleur";NA;NA;NA
"243762";"http://www.allocine.fr/film/fichefilm_gen_cfilm=243762.html";"A la recherche de Haydn";"2016-12-01";"102";"Documentaire";"britannique";"Long-métrage";FALSE;"Couleur";NA;NA;NA
"242046";"http://www.allocine.fr/film/fichefilm_gen_cfilm=242046.html";"L'Ascension des Kray";"2016-12-03";"115";"Policier";"britannique";"Long-métrage";FALSE;"Couleur";NA;NA;"2,9"
"251659";"http://www.allocine.fr/film/fichefilm_gen_cfilm=251659.html";"Jésus, Michael Lonsdale et ses amis";"2016-12-06";"52";"Documentaire";"français";"Long-métrage";FALSE;"Couleur";NA;NA;NA
"240944";"http://www.allocine.fr/film/fichefilm_gen_cfilm=240944.html";"Demain Tout Commence";"2016-12-07";"118";"Comédie";"français";"Long-métrage";FALSE;"Couleur";"2 prix";"3,2";"4,3"
"239764";"http://www.allocine.fr/film/fichefilm_gen_cfilm=239764.html";"Papa Ou maman 2";"2016-12-07";"90";"Comédie";"français";"Long-métrage";FALSE;"Couleur";NA;"3,3";"3,7"
"239043";"http://www.allocine.fr/film/fichefilm_gen_cfilm=239043.html";"Sex Doll";"2016-12-07";"102";"Drame";"français";"Long-métrage";FALSE;"Couleur";NA;"2,5";"2,2"
"241700";"http://www.allocine.fr/film/fichefilm_gen_cfilm=241700.html";"Baccalauréat";"2016-12-07";"128";"Drame";"roumain";"Long-métrage";FALSE;"Couleur";"1 prix et 5 nominations";"3,9";"3,4"
"218090";"http://www.allocine.fr/film/fichefilm_gen_cfilm=218090.html";"À Jamais";"2016-12-07";"90";"Drame";"français";"Long-métrage";FALSE;"Couleur";NA;"3,1";"1,8"
"235507";"http://www.allocine.fr/film/fichefilm_gen_cfilm=235507.html";"Carole Matthieu";"2016-12-07";"85";"Drame";"français";"Long-métrage";FALSE;"Couleur";NA;"2,8";"3,1"
"199447";"http://www.allocine.fr/film/fichefilm_gen_cfilm=199447.html";"Absolutely Fabulous : Le Film";"2016-12-07";"88";"Comédie";"britannique";"Long-métrage";FALSE;"Couleur";NA;"2,6";"2,1"
"243301";"http://www.allocine.fr/film/fichefilm_gen_cfilm=243301.html";"Bienvenus !";"2016-12-07";"90";"Comédie";"norvégien";"Long-métrage";FALSE;"Couleur";NA;"3,5";"3,6"
"251628";"http://www.allocine.fr/film/fichefilm_gen_cfilm=251628.html";"Pourquoi nous détestent-ils ?";"2016-12-07";"121";"Documentaire";"français";"Long-métrage";FALSE;"Couleur";NA;NA;"3,4"
"243646";"http://www.allocine.fr/film/fichefilm_gen_cfilm=243646.html";"Go Home";"2016-12-07";"98";"Drame";"français";"Long-métrage";FALSE;"Couleur";NA;"2,6";"3,1"
"249348";"http://www.allocine.fr/film/fichefilm_gen_cfilm=249348.html";"Algérie du possible";"2016-12-07";"82";"Documentaire";"français";"Long-métrage";FALSE;"Couleur";NA;"4,0";"3,5"
"249240";"http://www.allocine.fr/film/fichefilm_gen_cfilm=249240.html";"La Danse des accrochés";"2016-12-07";"106";"Thriller";"français";"Long-métrage";FALSE;"N&B";NA;"2,8";"3,6"
"251857";"http://www.allocine.fr/film/fichefilm_gen_cfilm=251857.html";"Kinoa";"2016-12-07";"64";"Animation";"français";"Long-métrage";FALSE;"Couleur";NA;NA;NA
"232143";"http://www.allocine.fr/film/fichefilm_gen_cfilm=232143.html";"Ballerina";"2016-12-14";"90";"Animation";"français";"Long-métrage";FALSE;"Couleur";NA;"3,5";"4,1"
"237879";"http://www.allocine.fr/film/fichefilm_gen_cfilm=237879.html";"Personal Shopper";"2016-12-14";"110";"Fantastique";"français";"Long-métrage";FALSE;"Couleur";"1 prix et 2 nominations";"3,1";"2,3"
"244059";"http://www.allocine.fr/film/fichefilm_gen_cfilm=244059.html";"Cigarettes et chocolat chaud";"2016-12-14";"98";"Comédie";"français";"Long-métrage";FALSE;"Couleur";"4 nominations";"3,6";"3,8"
"246805";"http://www.allocine.fr/film/fichefilm_gen_cfilm=246805.html";"La Jeune Fille Sans Mains";"2016-12-14";"73";"Animation";"français";"Long-métrage";FALSE;"Couleur";"1 prix et 3 nominations";"4,1";"3,8"
"239527";"http://www.allocine.fr/film/fichefilm_gen_cfilm=239527.html";"Wonderland";"2016-12-14";"100";"Drame";"suisse";"Long-métrage";FALSE;"Couleur";"6 nominations";"2,5";"3,0"
"242743";"http://www.allocine.fr/film/fichefilm_gen_cfilm=242743.html";"Heart of glass";"2016-12-14";"74";"Documentaire";"français";"Long-métrage";FALSE;"Couleur";NA;"3,0";"3,0"
"50599";"http://www.allocine.fr/film/fichefilm_gen_cfilm=50599.html";"Un mari presque fidèle";"2016-12-05";"104";"Comédie";"britannique";"Long-métrage";TRUE;"Couleur";"1 nomination";NA;"3,1"
"250939";"http://www.allocine.fr/film/fichefilm_gen_cfilm=250939.html";"La Nuit Rebelle";"2016-12-14";"80";"Comédie";"français";"Long-métrage";FALSE;"Couleur";NA;NA;"3,5"
"228253";"http://www.allocine.fr/film/fichefilm_gen_cfilm=228253.html";"Box";"2016-12-14";"93";"Drame";"roumain";"Long-métrage";FALSE;"Couleur";NA;NA;NA
"240842";"http://www.allocine.fr/film/fichefilm_gen_cfilm=240842.html";"À fond";"2016-12-21";"91";"Comédie";"français";"Long-métrage";FALSE;"Couleur";NA;"2,9";"2,5"
"241070";"http://www.allocine.fr/film/fichefilm_gen_cfilm=241070.html";"Souvenir";"2016-12-21";"94";"Romance";"français";"Long-métrage";FALSE;"Couleur";"3 nominations";"3,0";"2,8"
"236460";"http://www.allocine.fr/film/fichefilm_gen_cfilm=236460.html";"La Prunelle de mes yeux";"2016-12-21";"90";"Comédie";"français";"Long-métrage";FALSE;"Couleur";"1 nomination";"2,2";"2,1"
"95250";"http://www.allocine.fr/film/fichefilm_gen_cfilm=95250.html";"Cris et chuchotements";"2016-12-20";"90";"Drame";"suédois";"Long-métrage";TRUE;"Couleur";"5 nominations";"4,0";"3,8"
"65332";"http://www.allocine.fr/film/fichefilm_gen_cfilm=65332.html";"Amour";"2016-12-21";"88";"Drame";"hongrois";"Long-métrage";FALSE;"N&B";"1 prix et 12 nominations";NA;"3,3"
"250761";"http://www.allocine.fr/film/fichefilm_gen_cfilm=250761.html";"Juste après les larmes";"2016-12-21";"95";"Policier";"français";"Long-métrage";FALSE;"Couleur";NA;NA;"3,5"
"240771";"http://www.allocine.fr/film/fichefilm_gen_cfilm=240771.html";"Père Fils Thérapie !";"2016-12-28";"92";"Comédie";"français";"Long-métrage";FALSE;"Couleur";NA;NA;"2,8"
"238340";"http://www.allocine.fr/film/fichefilm_gen_cfilm=238340.html";"Le Coeur en braille";"2016-12-28";"85";"Drame";"français";"Long-métrage";FALSE;"Couleur";NA;"2,5";"3,5"
"239722";"http://www.allocine.fr/film/fichefilm_gen_cfilm=239722.html";"Fais de beaux rêves";"2016-12-28";"134";"Drame";"italien";"Long-métrage";FALSE;"Couleur";"7 nominations";"3,8";"3,6"
"237959";"http://www.allocine.fr/film/fichefilm_gen_cfilm=237959.html";"L'Ami, François d'Assise et ses frères";"2016-12-28";"87";"Autres";"français";"Long-métrage";FALSE;"Couleur";NA;"3,2";"3,4"
"243227";"http://www.allocine.fr/film/fichefilm_gen_cfilm=243227.html";"Diamond Island";"2016-12-28";"103";"Drame";"français";"Long-métrage";FALSE;"Couleur";"2 prix et 6 nominations";"3,8";"3,5"
"229887";"http://www.allocine.fr/film/fichefilm_gen_cfilm=229887.html";"L'Élan";"2016-12-28";"82";"Comédie";"français";"Long-métrage";FALSE;"Couleur";NA;"1,8";"3,0"
"251156";"http://www.allocine.fr/film/fichefilm_gen_cfilm=251156.html";"Franck Jouneau Cinéaste";"2016-12-28";NA;"Autres";"français";"Long-métrage";FALSE;"Couleur";NA;NA;"3,1"
"241480";"http://www.allocine.fr/film/fichefilm_gen_cfilm=241480.html";"La Folle Histoire de Max et Léon";"2016-11-02";"98";"Comédie";"français";"Long-métrage";FALSE;"Couleur";"1 prix et 1 nomination";"3,2";"3,8"
"238997";"http://www.allocine.fr/film/fichefilm_gen_cfilm=238997.html";"Réparer Les Vivants";"2016-11-02";"104";"Drame";"français";"Long-métrage";FALSE;"Couleur";"1 prix et 1 nomination";"3,8";"3,7"
"234860";"http://www.allocine.fr/film/fichefilm_gen_cfilm=234860.html";"La Mort de Louis XIV";"2016-11-02";"120";"Autres";"français";"Long-métrage";FALSE;"Couleur";"3 prix et 4 nominations";"3,9";"3,0"
"232840";"http://www.allocine.fr/film/fichefilm_gen_cfilm=232840.html";"For This Is My Body";"2016-11-02";"99";"Drame";"suisse";"Long-métrage";FALSE;"Couleur";NA;"2,3";"2,9"
"244092";"http://www.allocine.fr/film/fichefilm_gen_cfilm=244092.html";"The Mirror";"2016-11-02";"83";"Autres";"britannique";"Long-métrage";FALSE;"Couleur";NA;"1,4";"2,9"
"247262";"http://www.allocine.fr/film/fichefilm_gen_cfilm=247262.html";"Roseville";"2016-11-02";"120";"Autres";"bulgare";"Long-métrage";FALSE;"Couleur";NA;"2,1";"2,2"
"6218";"http://www.allocine.fr/film/fichefilm_gen_cfilm=6218.html";"Il Boom";"2016-11-02";"88";"Comédie";"italien";"Long-métrage";FALSE;"N&B";NA;NA;"3,5"
"250275";"http://www.allocine.fr/film/fichefilm_gen_cfilm=250275.html";"Amère victoire";"2016-11-02";"82";"Documentaire";"français";"Long-métrage";FALSE;"Couleur";NA;NA;"3,0"
"73975";"http://www.allocine.fr/film/fichefilm_gen_cfilm=73975.html";"Les Enfants du chemin de fer";"2016-11-02";NA;"Drame";"britannique";"Long-métrage";TRUE;"Couleur";"2 nominations";NA;"3,2"
"250713";"http://www.allocine.fr/film/fichefilm_gen_cfilm=250713.html";"Le curieux monde de Hieronymus Bosch";"2016-11-03";"87";"Documentaire";"britannique";"Long-métrage";FALSE;"Couleur";NA;NA;NA
"238379";"http://www.allocine.fr/film/fichefilm_gen_cfilm=238379.html";"Ma Famille T'Adore Déjà";"2016-11-09";"85";"Comédie";"français";"Long-métrage";FALSE;"Couleur";NA;"3,3";"2,4"
"241135";"http://www.allocine.fr/film/fichefilm_gen_cfilm=241135.html";"L'Histoire de l'Amour";"2016-11-09";"135";"Drame";"français";"Long-métrage";FALSE;"Couleur";"1 prix et 2 nominations";"2,4";"3,7"
"244758";"http://www.allocine.fr/film/fichefilm_gen_cfilm=244758.html";"Maman a tort";"2016-11-09";"110";"Comédie dramatique";"français";"Long-métrage";FALSE;"Couleur";NA;"3,3";"3,4"
"242886";"http://www.allocine.fr/film/fichefilm_gen_cfilm=242886.html";"L'Invitation";"2016-11-09";"90";"Comédie";"français";"Long-métrage";FALSE;"Couleur";NA;"2,8";"2,6"
"247964";"http://www.allocine.fr/film/fichefilm_gen_cfilm=247964.html";"Dernières nouvelles du cosmos";"2016-11-09";"85";"Documentaire";"français";"Long-métrage";FALSE;"Couleur";"2 nominations";"3,8";"4,4"
"249160";"http://www.allocine.fr/film/fichefilm_gen_cfilm=249160.html";"La Sociale";"2016-11-09";"84";"Documentaire";"français";"Long-métrage";FALSE;"Couleur";NA;"3,3";"4,3"
"239971";"http://www.allocine.fr/film/fichefilm_gen_cfilm=239971.html";"La Grande course au fromage";"2016-11-09";"78";"Animation";"norvégien";"Long-métrage";FALSE;"Couleur";NA;"3,4";"3,6"
"236608";"http://www.allocine.fr/film/fichefilm_gen_cfilm=236608.html";"Les Beaux Jours d'Aranjuez";"2016-11-09";"98";"Drame";"allemand";"Long-métrage";FALSE;"Couleur";"3 nominations";"2,5";"1,8"
"237603";"http://www.allocine.fr/film/fichefilm_gen_cfilm=237603.html";"2 nuits jusqu'au matin";"2016-11-09";"88";"Comédie dramatique";"finlandais";"Long-métrage";FALSE;"Couleur";NA;"3,0";"3,4"
"244093";"http://www.allocine.fr/film/fichefilm_gen_cfilm=244093.html";"Les Oiseaux De Passage";"2016-11-09";"83";"Drame";"français";"Long-métrage";FALSE;"Couleur";NA;NA;"3,0"
"249333";"http://www.allocine.fr/film/fichefilm_gen_cfilm=249333.html";"Graine de Champion";"2016-11-09";"83";"Documentaire";"danois";"Long-métrage";FALSE;"Couleur";NA;NA;NA
"235818";"http://www.allocine.fr/film/fichefilm_gen_cfilm=235818.html";"Brûle la mer";"2016-11-09";"75";"Documentaire";"français";"Long-métrage";FALSE;"Couleur";NA;"3,6";"3,3"
"247793";"http://www.allocine.fr/film/fichefilm_gen_cfilm=247793.html";"Sadoum";"2016-11-09";"96";"Drame";"français";"Long-métrage";FALSE;"Couleur";NA;NA;NA
"249239";"http://www.allocine.fr/film/fichefilm_gen_cfilm=249239.html";"Mon père en grand";"2016-11-09";"90";"Comédie dramatique";"français";"Long-métrage";FALSE;"Couleur";NA;"3,0";"3,6"
"246396";"http://www.allocine.fr/film/fichefilm_gen_cfilm=246396.html";"Benim Adim Feridun";"2016-11-10";"100";"Comédie";"turc";"Long-métrage";FALSE;"Couleur";NA;NA;NA
"248037";"http://www.allocine.fr/film/fichefilm_gen_cfilm=248037.html";"Les Têtes de l'emploi";"2016-11-16";"90";"Comédie";"français";"Long-métrage";FALSE;"Couleur";NA;"2,8";"2,3"
"242491";"http://www.allocine.fr/film/fichefilm_gen_cfilm=242491.html";"Iris";"2016-11-16";"99";"Thriller";"français";"Long-métrage";FALSE;"Couleur";NA;"2,6";"2,8"
"245158";"http://www.allocine.fr/film/fichefilm_gen_cfilm=245158.html";"Le Petit locataire";"2016-11-16";"104";"Comédie";"français";"Long-métrage";FALSE;"Couleur";"1 nomination";"3,4";"3,5"
"234760";"http://www.allocine.fr/film/fichefilm_gen_cfilm=234760.html";"Polina, Danser Sa Vie";"2016-11-16";"108";"Drame";"français";"Long-métrage";FALSE;"Couleur";"1 prix et 8 nominations";"3,0";"4,0"
"237830";"http://www.allocine.fr/film/fichefilm_gen_cfilm=237830.html";"Planétarium";"2016-11-16";"105";"Drame";"français";"Long-métrage";FALSE;"Couleur";"2 nominations";"3,1";"2,2"
"240082";"http://www.allocine.fr/film/fichefilm_gen_cfilm=240082.html";"Tour De France";"2016-11-16";"94";"Comédie dramatique";"français";"Long-métrage";FALSE;"Couleur";"7 nominations";"3,2";"2,8"
"246813";"http://www.allocine.fr/film/fichefilm_gen_cfilm=246813.html";"Swagger";"2016-11-16";"84";"Documentaire";"français";"Long-métrage";FALSE;"Couleur";"3 nominations";"3,9";"3,9"
"1334";"http://www.allocine.fr/film/fichefilm_gen_cfilm=1334.html";"Un Homme et une femme";"2016-11-27";"100";"Comédie dramatique";"français";"Long-métrage";TRUE;"Couleur";"3 prix et 9 nominations";NA;"3,6"
"207002";"http://www.allocine.fr/film/fichefilm_gen_cfilm=207002.html";"Trashed";"2016-11-16";"98";"Documentaire";"britannique";"Long-métrage";FALSE;"Couleur";"1 nomination";"3,4";"3,6"
"249288";"http://www.allocine.fr/film/fichefilm_gen_cfilm=249288.html";"Gorge Coeur Ventre";"2016-11-16";"82";"Drame";"français";"Long-métrage";FALSE;"Couleur";"1 nomination";"3,4";"3,5"
"239138";"http://www.allocine.fr/film/fichefilm_gen_cfilm=239138.html";"Democracy";"2016-11-16";"100";"Documentaire";"allemand";"Long-métrage";FALSE;"N&B";NA;"3,8";"3,2"
"230306";"http://www.allocine.fr/film/fichefilm_gen_cfilm=230306.html";"Afectados (Rester debout)";"2016-11-16";"82";"Documentaire";"espagnol";"Long-métrage";FALSE;"Couleur";NA;"3,3";"2,9"
"246916";"http://www.allocine.fr/film/fichefilm_gen_cfilm=246916.html";"Close Encounters with Vilmos Zsigmond";"2016-11-16";"81";"Documentaire";"français";"Long-métrage";FALSE;"Couleur";"2 nominations";"3,5";"3,4"
"245019";"http://www.allocine.fr/film/fichefilm_gen_cfilm=245019.html";"Choeurs en Exil";"2016-11-16";"76";"Documentaire";"polonais";"Long-métrage";FALSE;"Couleur";NA;NA;NA
"247123";"http://www.allocine.fr/film/fichefilm_gen_cfilm=247123.html";"Adam Misin!";"2016-11-18";"91";"Comédie";"turc";"Long-métrage";FALSE;"Couleur";NA;NA;NA
"251666";"http://www.allocine.fr/film/fichefilm_gen_cfilm=251666.html";"Le Sous bois des insensés, une traversée avec Jean Oury";"2016-11-20";"89";"Documentaire";"français";"Long-métrage";FALSE;"Couleur";NA;NA;"3,1"
"251811";"http://www.allocine.fr/film/fichefilm_gen_cfilm=251811.html";"Mon père cet inconnu";"2016-11-20";"90";"Drame";"français";"Long-métrage";FALSE;"Couleur";NA;NA;"3,2"
"194177";"http://www.allocine.fr/film/fichefilm_gen_cfilm=194177.html";"La Fille de Brest";"2016-11-23";"128";"Drame";"français";"Long-métrage";FALSE;"Couleur";"3 nominations";"3,7";"4,0"
"216588";"http://www.allocine.fr/film/fichefilm_gen_cfilm=216588.html";"Friend Request";"2016-11-23";"92";"Autres";"allemand";"Long-métrage";FALSE;"Couleur";NA;"2,4";"2,5"
"234386";"http://www.allocine.fr/film/fichefilm_gen_cfilm=234386.html";"Arès";"2016-11-23";"80";"Action";"français";"Long-métrage";FALSE;"Couleur";NA;"3,1";"3,5"
"230083";"http://www.allocine.fr/film/fichefilm_gen_cfilm=230083.html";"Une Vie";"2016-11-23";"119";"Drame";"français";"Long-métrage";FALSE;"Couleur";"2 prix et 16 nominations";"3,4";"2,7"
"194969";"http://www.allocine.fr/film/fichefilm_gen_cfilm=194969.html";"Seul dans Berlin";"2016-11-23";"103";"Autres";"allemand";"Long-métrage";FALSE;"Couleur";"7 nominations";"2,5";"3,6"
"241158";"http://www.allocine.fr/film/fichefilm_gen_cfilm=241158.html";"Rupture pour tous";"2016-11-23";"91";"Comédie";"français";"Long-métrage";FALSE;"Couleur";NA;"2,6";"3,1"
"242171";"http://www.allocine.fr/film/fichefilm_gen_cfilm=242171.html";"Louise en Hiver";"2016-11-23";"75";"Animation";"français";"Long-métrage";FALSE;"Couleur";"2 nominations";"4,3";"3,9"
"246659";"http://www.allocine.fr/film/fichefilm_gen_cfilm=246659.html";"Le Disciple";"2016-11-23";"118";"Drame";"russe";"Long-métrage";FALSE;"Couleur";"1 prix et 6 nominations";"3,6";"3,6"
"247098";"http://www.allocine.fr/film/fichefilm_gen_cfilm=247098.html";"Wallace & Gromit : Les Inventuriers";"2016-11-23";"54";"Animation";"britannique";"Long-métrage";FALSE;"Couleur";NA;"4,1";"4,2"
"250345";"http://www.allocine.fr/film/fichefilm_gen_cfilm=250345.html";"Qu'est-ce qu'on attend?";"2016-11-23";"119";"Documentaire";"français";"Long-métrage";FALSE;"Couleur";NA;"3,3";"4,1"
"249794";"http://www.allocine.fr/film/fichefilm_gen_cfilm=249794.html";"Julius et le Père Noël";"2016-11-23";"80";"Animation";"danois";"Long-métrage";FALSE;"Couleur";NA;"3,3";"3,0"
"5722";"http://www.allocine.fr/film/fichefilm_gen_cfilm=5722.html";"Edvard Munch, la danse de la vie";"2016-11-02";"174";"Autres";"norvégien";"Long-métrage";TRUE;"Couleur";"2 nominations";"4,6";"3,9"
"248025";"http://www.allocine.fr/film/fichefilm_gen_cfilm=248025.html";"La Chute des Hommes";"2016-11-23";"140";"Drame";"français";"Long-métrage";FALSE;"Couleur";NA;"2,5";"2,7"
"246720";"http://www.allocine.fr/film/fichefilm_gen_cfilm=246720.html";"La Supplication";"2016-11-23";"86";"Documentaire";"autrichien";"Long-métrage";FALSE;"Couleur";NA;"3,9";"3,5"
"247840";"http://www.allocine.fr/film/fichefilm_gen_cfilm=247840.html";"Le Secret de la fleur de Noël";"2016-11-23";"36";"Animation";"norvégien";"Long-métrage";FALSE;"Couleur";NA;NA;NA
"246691";"http://www.allocine.fr/film/fichefilm_gen_cfilm=246691.html";"L'Ultima Spiaggia";"2016-11-23";"118";"Documentaire";"italien";"Long-métrage";FALSE;"Couleur";"2 nominations";"3,4";"3,2"
"239842";"http://www.allocine.fr/film/fichefilm_gen_cfilm=239842.html";"Abluka - Suspicions";"2016-11-23";"119";"Drame";"français";"Long-métrage";FALSE;"Couleur";"1 prix et 4 nominations";"3,0";"3,1"
"248680";"http://www.allocine.fr/film/fichefilm_gen_cfilm=248680.html";"Les Rues de Pantin";"2016-11-23";"59";"Comédie";"français";"Long-métrage";FALSE;"Couleur";NA;"3,3";"3,3"
"45845";"http://www.allocine.fr/film/fichefilm_gen_cfilm=45845.html";"Il Vigile (L'agent)";"2016-11-23";NA;"Comédie";"italien";"Long-métrage";TRUE;"N&B";NA;NA;"3,2"
"205840";"http://www.allocine.fr/film/fichefilm_gen_cfilm=205840.html";"Comment dire";"2016-11-23";"10";"Comédie dramatique";"français";"Court-métrage";FALSE;"Couleur";"1 nomination";NA;NA
"246274";"http://www.allocine.fr/film/fichefilm_gen_cfilm=246274.html";"Ikinci Sans";"2016-11-24";"100";"Romance";"turc";"Long-métrage";FALSE;"Couleur";NA;NA;"3,3"
"236006";"http://www.allocine.fr/film/fichefilm_gen_cfilm=236006.html";"Oppression";"2016-11-30";"90";"Thriller";"français";"Long-métrage";FALSE;"Couleur";"1 nomination";"2,8";"2,3"
"246290";"http://www.allocine.fr/film/fichefilm_gen_cfilm=246290.html";"Rocco";"2016-11-30";"103";"Documentaire";"français";"Long-métrage";FALSE;"Couleur";NA;"2,9";"3,6"
"241132";"http://www.allocine.fr/film/fichefilm_gen_cfilm=241132.html";"Les Enfants de la chance";"2016-11-30";"95";"Comédie dramatique";"français";"Long-métrage";FALSE;"Couleur";NA;"3,1";"3,4"
"248140";"http://www.allocine.fr/film/fichefilm_gen_cfilm=248140.html";"La Fine équipe";"2016-11-30";"89";"Comédie";"français";"Long-métrage";FALSE;"Couleur";NA;"3,2";"3,1"
"246812";"http://www.allocine.fr/film/fichefilm_gen_cfilm=246812.html";"Le Voyage au Groenland";"2016-11-30";"98";"Comédie dramatique";"français";"Long-métrage";FALSE;"Couleur";"1 nomination";"3,5";"3,6"
"240381";"http://www.allocine.fr/film/fichefilm_gen_cfilm=240381.html";"Le Gang des Antillais";"2016-11-30";"90";"Thriller";"français";"Long-métrage";FALSE;"Couleur";"1 prix";"2,6";"3,1"
"213143";"http://www.allocine.fr/film/fichefilm_gen_cfilm=213143.html";"L'Ornithologue";"2016-11-30";"117";"Drame";"portugais";"Long-métrage";FALSE;"Couleur";"1 prix et 1 nomination";"4,0";"3,3"
"250276";"http://www.allocine.fr/film/fichefilm_gen_cfilm=250276.html";"Banana";"2016-11-30";"90";"Comédie";"italien";"Long-métrage";FALSE;"Couleur";NA;NA;NA
"250254";"http://www.allocine.fr/film/fichefilm_gen_cfilm=250254.html";"Enfin des bonnes nouvelles";"2016-11-30";"90";"Comédie";"français";"Long-métrage";FALSE;"Couleur";NA;"2,0";"3,2"
"248134";"http://www.allocine.fr/film/fichefilm_gen_cfilm=248134.html";"Dark Show";"2016-11-30";"79";"Drame";"britannique";"Long-métrage";FALSE;"Couleur";NA;NA;"3,2"
"251197";"http://www.allocine.fr/film/fichefilm_gen_cfilm=251197.html";"Kangchenjunga, les cinq trésors de la grande neige";"2016-11-30";"62";"Documentaire";"italien";"Long-métrage";FALSE;"Couleur";NA;NA;NA
"250514";"http://www.allocine.fr/film/fichefilm_gen_cfilm=250514.html";"Parole de King!";"2016-11-30";"96";"Documentaire";"français";"Long-métrage";FALSE;"Couleur";NA;NA;NA
"251173";"http://www.allocine.fr/film/fichefilm_gen_cfilm=251173.html";"Lazar";"2016-11-30";"98";"Policier";"macédonien";"Long-métrage";FALSE;"Couleur";NA;NA;"3,0"
"249598";"http://www.allocine.fr/film/fichefilm_gen_cfilm=249598.html";"La Danse de l'Infini";"2016-11-30";"79";"Documentaire";"russe";"Long-métrage";FALSE;"Couleur";NA;NA;NA
"170004";"http://www.allocine.fr/film/fichefilm_gen_cfilm=170004.html";"Bridget Jones Baby";"2016-10-05";"123";"Comédie";"britannique";"Long-métrage";FALSE;"Couleur";NA;"3,4";"3,9"
"245618";"http://www.allocine.fr/film/fichefilm_gen_cfilm=245618.html";"Le Ciel Attendra";"2016-10-05";"105";"Drame";"français";"Long-métrage";FALSE;"Couleur";"5 nominations";"3,6";"3,9"
"241450";"http://www.allocine.fr/film/fichefilm_gen_cfilm=241450.html";"Chouf";"2016-10-05";"108";"Drame";"français";"Long-métrage";FALSE;"Couleur";"1 nomination";"3,5";"3,5"
"246461";"http://www.allocine.fr/film/fichefilm_gen_cfilm=246461.html";"Les Pépites";"2016-10-05";"88";"Documentaire";"français";"Long-métrage";FALSE;"Couleur";"1 prix et 8 nominations";"3,3";"4,7"
"236237";"http://www.allocine.fr/film/fichefilm_gen_cfilm=236237.html";"Mercenaire";"2016-10-05";"104";"Drame";"français";"Long-métrage";FALSE;"Couleur";"1 prix et 9 nominations";"3,6";"3,7"
"235348";"http://www.allocine.fr/film/fichefilm_gen_cfilm=235348.html";"Poesía Sin Fin";"2016-10-05";"128";"Fantastique";"français";"Long-métrage";FALSE;"Couleur";"6 nominations";"4,0";"3,7"
"247959";"http://www.allocine.fr/film/fichefilm_gen_cfilm=247959.html";"Monsieur Bout de Bois";"2016-10-05";"27";"Animation";"britannique";"Court-métrage";FALSE;"Couleur";NA;"3,6";"3,5"
"242059";"http://www.allocine.fr/film/fichefilm_gen_cfilm=242059.html";"Le Cancre";"2016-10-05";"116";"Drame";"français";"Long-métrage";FALSE;"Couleur";"1 nomination";"3,3";"2,4"
"244915";"http://www.allocine.fr/film/fichefilm_gen_cfilm=244915.html";"La Philo vagabonde";"2016-10-05";"98";"Documentaire";"français";"Long-métrage";FALSE;"Couleur";NA;"3,7";"3,9"
"238760";"http://www.allocine.fr/film/fichefilm_gen_cfilm=238760.html";"Dead Slow Ahead";"2016-10-05";"74";"Documentaire";"espagnol";"Long-métrage";FALSE;"Couleur";NA;"3,8";"3,1"
"247562";"http://www.allocine.fr/film/fichefilm_gen_cfilm=247562.html";"Vino Veritas";"2016-10-05";"82";"Documentaire";"français";"Long-métrage";FALSE;"Couleur";NA;"2,8";"3,9"
"249646";"http://www.allocine.fr/film/fichefilm_gen_cfilm=249646.html";"Redemption: The James Pearson Story";"2016-10-05";"54";"Documentaire";"britannique";"Long-métrage";FALSE;"Couleur";NA;NA;NA
"248934";"http://www.allocine.fr/film/fichefilm_gen_cfilm=248934.html";"This is not a coup - Just another day in the EU";"2016-10-05";"80";"Documentaire";"grec";"Long-métrage";FALSE;"Couleur";NA;NA;NA
"189535";"http://www.allocine.fr/film/fichefilm_gen_cfilm=189535.html";"L'Odyssée";"2016-10-12";"123";"Autres";"français";"Long-métrage";FALSE;"Couleur";"1 prix et 1 nomination";"3,4";"3,9"
"237405";"http://www.allocine.fr/film/fichefilm_gen_cfilm=237405.html";"La Fille Inconnue";"2016-10-12";"106";"Drame";"belge";"Long-métrage";FALSE;"Couleur";"5 nominations";"3,1";"2,9"
"232390";"http://www.allocine.fr/film/fichefilm_gen_cfilm=232390.html";"Voyage à travers le cinéma français";"2016-10-12";"201";"Documentaire";"français";"Long-métrage";FALSE;"Couleur";"1 prix et 3 nominations";"3,9";"4,0"
